order_number,customer_id,gender,race,age,hh_income,zip_code,preferred_channel,preferred_device,coupon_shopper,discount_shopper,item_number,item_description,item_price,promo_price,promo_code,purchase_price,target_a,target_b
17950,31abe2271dda4405acc8967cc6502025,M,0,29,86310,01845,1,3,0,0,20,Low-Z Test Multi-A,35.75,14.99,1,14.99,1,1
17951,0c6dca1539e84209b1b800d46b6f56c1,M,0,32,59522,20735,1,3,0,1,11,Reductive Fat Booster Bio,12.25,25.99,1,25.99,1,1
17952,6f0f292132ca49719c9bb5e040227474,M,0,30,83078,11704,1,1,0,0,1,Hi-C Multi-Tablets,29.75,23.99,1,23.99,1,1
17953,8167e22267594bcebe220b8a38180c95,M,0,33,89695,34639,1,2,0,0,3,Low Acid Multi Plus Redux,29.75,12.99,1,12.99,1,1
17954,45c9c977692b4d29ac809b46e247345e,M,0,30,43584,17109,1,2,0,1,24,Nature Hi-C Low Fat,12.25,12.99,1,12.99,0,1
17955,bb39037fea6745d88c1fc0ac2cd49b8f,M,0,56,91422,41018,0,0,0,0,22,Zen Ultra Multi Plus,25.75,20.99,0,25.75,1,0
17956,4fee970baad447ccbec444f3221edf1c,M,0,35,101580,33009,1,1,0,0,10,Qualm Zen Plus Z,29.25,12.99,1,12.99,1,1
17957,c563a3aa43634bcba7904296d09a708f,M,0,78,77679,70301,0,0,0,1,15,Herbal Plus Vitamin Tonic,29.75,12.99,0,29.75,1,1
17958,28bd501784b74688a106c4d9d162c1d8,M,0,35,78046,48192,1,3,0,1,21,Tri Herb Plants Green,15.75,4.99,1,4.99,1,1
17959,006dfe12a86e400f93a36ffdbfd64d45,M,0,52,55787,85365,1,2,0,1,7,Qualm Zen Plus Z,7.75,30.99,1,30.99,1,1
17960,f700f52d13924b0699f47506c7874300,M,0,36,64114,75080,1,1,0,1,10,Calm Energy Fizzy Plus,15.25,25.99,1,25.99,1,1
17961,2dc408f4c1404f1ba18616b450695b34,M,0,25,86310,70301,1,1,0,0,2,Low Acid Multi Plus Redux,11.75,9.99,1,9.99,1,1
17962,c385f4d24e914a7980e4da186e205515,M,0,41,53333,18301,1,2,0,1,6,Zen Ultra Multi Plus,17.75,12.99,1,12.99,1,1
17963,c7bbafad34e043159683ec65ec3100de,M,0,37,53333,18301,1,1,0,1,24,Green Tonic Multi Plus,35.75,23.99,1,23.99,1,1
17964,756e22cda18145d093c73faea20e6420,M,0,45,59522,20735,1,2,0,1,20,Pant Alluronic Bio Plus,8.25,9.99,1,9.99,1,1
17965,c5cdf0e608064d059d4a68a81d446098,M,0,24,151413,08540,1,1,0,0,2,Zen Ultra Multi Plus,15.75,28.99,1,28.99,1,1
17966,8df1551a72944b98b7e7f61bc5e3d5b2,M,0,30,91300,34990,1,2,0,0,11,Herbal Tonic Hi Z Low Sodium Plus C,15.75,23.99,1,23.99,1,1
17967,9394161f0d254433ba71fd3fc76b97cb,M,0,21,79205,49417,1,2,0,1,14,Qualm Zen Plus Z,35.75,25.99,1,25.99,1,1
17968,16140015563d474fadf350a8f9267b43,M,0,45,55284,16506,1,2,0,1,12,Hi-C Multi-Tablets,25.75,27.99,1,27.99,1,1
17969,da040ecf972949e5af01d4b19805d199,M,0,28,44362,29576,1,1,0,1,16,Herbal Tonic Hi Z Low Sodium Plus C,11.75,23.99,1,23.99,0,1
17970,5c78718ec0f14e0faac9384a40f52a21,M,0,18,56012,67037,1,1,0,1,23,Low-Z Test Multi-A,34.75,12.99,1,12.99,1,0
17971,5168ce92877e4b4ebb96a73d98f45b53,M,0,28,51786,45103,1,1,0,1,19,Herbal Tonic Hi Z Low Sodium Plus C,37.75,16.99,1,16.99,1,1
17972,4ce7c13051924350b8c2ca14b5e26cf9,M,0,25,40784,39120,1,1,0,1,16,Vitamin Plus Gold Plus,13.75,11.99,1,11.99,0,1
17973,964d6435b36946b493c528a4ab82738e,M,0,52,98935,02124,1,1,0,0,19,Herbal Plus Vitamin Tonic,34.75,16.99,1,16.99,1,0
17974,c01d1e5d1b1a4eeb8a162d6bbebd01de,M,0,21,59522,20735,1,1,0,1,18,Nature Hi-C Low Fat,35.75,28.99,1,28.99,1,1
17975,b3189e45943a44548ba87012253c8aeb,M,0,27,45720,06360,1,3,0,1,12,Low-Z Test Multi-A,37.75,25.99,1,25.99,0,1
17976,8aef7ae69a984c0685713f49b6260295,M,0,18,67538,07753,1,3,0,1,14,Fizzy Herb Tonic Plus,15.75,23.99,1,23.99,1,0
17977,42f6445f93774a6186ca96dba61df10a,M,0,44,42783,53150,1,3,0,1,8,Reductive Fat Booster Bio,21.15,7.99,1,7.99,0,1
17978,39f4ad94a3b24a66b00c25a06880ef7f,M,0,25,54055,78213,1,1,0,1,23,Qualm Zen Plus Z,35.75,4.99,1,4.99,1,0
17979,ab8cf278c07447748c0c764b72468bc7,M,0,40,73069,32720,1,2,0,1,12,Reductive Fat Booster Bio,31.75,11.99,1,11.99,1,1
17980,1780da9220664bd3926909545360f548,M,0,18,59522,30534,1,3,0,1,4,Hi-C Multi-Tablets,37.75,15.99,1,15.99,1,1
17981,a0f966b6f20d45638d1d6fad335e955f,M,0,72,77679,48195,0,0,0,1,10,Qualm Zen Plus Z,11.75,7.99,0,11.75,1,1
17982,98d9900be3854069853870adab720ecf,M,0,18,58768,10512,1,2,0,1,5,Calm Energy Fizzy Plus,7.75,12.99,1,12.99,1,1
17983,295a45e83d654464b8aa0d8af4652f6c,M,0,40,67893,24012,1,1,0,1,16,Kind Tablets Organic Plus,19.25,16.99,1,16.99,1,1
17984,50ecd6288c7d4794ba760992585bf6b1,M,0,57,47706,37086,0,0,0,1,4,Purple Red Booster,15.75,9.99,0,15.75,0,1
17985,c68d6a82ad34404abe1ebc49a1648db6,M,0,27,98935,49855,1,3,0,0,3,Energizer Plus Low Carb,37.75,6.99,1,6.99,1,0
17986,c78fa72a26d343faafd9e60fdfd9edbe,M,0,45,40784,52501,1,3,0,1,20,Tri Herb Plants Green,19.25,12.99,1,12.99,0,1
17987,346f7ed998494706944b15f5fa579d2b,M,0,50,53149,91733,1,3,0,1,7,Vitamin Plus Gold Plus,11.95,9.99,1,9.99,1,0
17988,f8c5386cc5224e0ba5f64e5fabb2cf4b,M,0,39,71275,19464,1,2,0,1,5,Low-Z Test Multi-A,37.75,6.99,1,6.99,1,1
17989,fa6f437f5f4d41cc9cf72f7db8db600f,M,0,49,59522,01867,1,1,0,1,23,Tonic Plus Herb Pro,11.95,11.99,1,11.99,1,1
17990,9a6ce092b8974099ad2261ea79952b65,M,0,79,72230,46614,0,0,0,1,1,Vitamin Plus Gold Plus,11.75,14.99,0,11.75,1,1
17991,9ba2ff404aef4eaea3ebda6a4acbbf9c,M,0,24,78046,48192,1,2,0,1,4,Nature Hi-C Low Fat,13.75,23.99,1,23.99,1,1
17992,be8943b3a4f24859bae3e6c11a647c32,M,0,18,38853,30014,1,2,0,1,22,Platinum Safe T,35.75,11.99,1,11.99,0,1
17993,9265c853754041a2af0d1c50c4e58ac3,M,0,38,82983,14850,1,2,0,0,18,Kind Tablets Organic Plus,21.15,6.99,1,6.99,1,0
17994,4a31740f0d204b979b6f8f737e920ba3,M,0,51,66862,20743,1,2,0,1,21,Low Acid Multi Plus Redux,15.75,12.99,1,12.99,1,1
17995,7ea59475c0e748d78bffb86a5af5b5c7,M,0,41,74190,07032,1,2,0,1,10,Nature Hi-C Low Fat,37.75,27.99,1,27.99,1,1
17996,6732230b927a469f9789ce80a250f40e,M,0,27,69870,48322,1,1,0,1,23,Tonic Plus Herb Pro,15.25,6.99,1,6.99,1,1
17997,5c489fbf4da348a5a498fe9c53397f87,M,0,49,151413,46901,1,2,0,0,17,Herbal Plus Vitamin Tonic,37.75,25.99,1,25.99,1,1
17998,df68be0c9d814b5f805bb8b6540a1a02,M,0,18,54939,11776,1,1,0,1,16,Vitamin Plus Gold Plus,8.25,16.99,1,16.99,1,1
17999,0af4399d23264600b14ef87908d1d8bc,M,0,68,62098,76110,0,0,0,1,23,Tonic Plus Herb Pro,21.15,30.99,0,21.15,1,1
18000,970e215dd342439db128dadc70d59507,M,0,28,73069,02151,1,1,0,1,20,Reductive Fat Booster Bio,11.75,6.99,1,6.99,1,1
18001,851f7de6f05e4693838ed787c9efe740,M,0,45,49539,73112,1,1,0,1,17,Purple Red Booster,12.25,28.99,1,28.99,0,1
18002,ac7a79d26a4a452fae9cdd52dd0f3846,M,0,42,40784,60067,1,1,0,1,16,Hi-C Multi-Tablets,8.25,6.99,1,6.99,0,0
18003,f60f4487a37a4f668ca96e2b4ff70f0e,M,0,52,78046,08759,1,3,0,1,2,Platinum Safe T,19.25,30.99,1,30.99,1,0
18004,3159b1d08cb74ca09ee2da0b252b3d77,M,0,72,39370,57103,0,0,0,1,10,Platinum Safe T,35.75,6.99,0,35.75,0,1
18005,d1180763df33448a8c1772eed2eca3fe,M,0,31,86386,50501,1,1,0,0,6,Fizzy Herb Tonic Plus,17.75,9.99,1,9.99,1,0
18006,cefdf56e4dfe439ca6fb19412ebc1647,M,0,91,45194,84067,0,0,0,1,17,Zen Ultra Multi Plus,29.75,14.99,0,29.75,0,1
18007,6cf8492ca50d4f2badaa83e8860b6080,M,0,26,89695,48076,1,2,0,0,16,Herbal Bio Organic Low Mass,19.25,4.99,1,4.99,1,0
18008,5639bbd956e542c9828099a08d9179d0,M,0,48,86357,07424,1,3,0,0,19,Herbal Tonic Hi Z Low Sodium Plus C,21.15,14.99,1,14.99,1,1
18009,1adc1279c3bb47d8963ff37abf49426b,M,0,72,55750,19355,0,0,0,1,16,Nature Hi-C Low Fat,29.25,27.99,0,29.25,1,1
18010,1e6ca492a8894c4eab87890553a7bbe6,M,0,31,79805,12550,1,1,0,1,15,Reductive Fat Booster Bio,37.75,9.99,1,9.99,1,1
18011,012e91df814f4050b9fcb33b71c0386b,M,0,40,86310,07076,1,3,0,0,6,Platinum Safe T,31.75,23.99,1,23.99,1,1
18012,401d5b69df7f4c308b1c83013bcc5072,M,0,40,66862,31021,1,3,0,1,6,Energizer Plus Low Carb,29.25,20.99,1,20.99,1,1
18013,67c04f31fd8d46718d2cd20b44cf0d2e,M,0,26,91300,02138,1,1,0,0,13,Herbal Tonic Hi Z Low Sodium Plus C,34.75,16.99,1,16.99,1,1
18014,fc07fc3b4a9e45ff9f2a2ad5016fea1c,M,0,24,77680,44070,1,2,0,1,15,Slimmer Multi Low Fat Low Sodium,31.75,9.99,1,9.99,1,1
18015,d647c248cc4741a8aa337c2faf754bc7,M,0,46,54939,11776,1,1,0,1,2,Qualm Zen Plus Z,15.95,7.99,1,7.99,1,1
18016,803335eb132d47d78b2e3a6b5ba0a694,M,0,26,71109,55347,1,2,0,1,17,Pant Alluronic Bio Plus,17.75,28.99,1,28.99,1,1
18017,e0ee5591b1cb4afe9d8917ae309568ce,M,0,55,112435,07430,0,1,0,0,10,Qualm Zen Plus Z,9.75,14.99,0,9.75,1,1
18018,f66c621f783a4e32b721d14fc9d8154c,M,0,67,60690,06705,0,0,0,1,12,Enhanced Pro Diet Booster,21.15,9.99,0,21.15,1,1
18019,7775efe8a1ec48e09688fda4364e8632,M,0,28,38853,39503,1,2,0,1,2,Hi-C Multi-Tablets,13.75,7.99,1,7.99,0,1
18020,6804807075c64111a66e6c6f1df92800,M,0,44,86310,20886,1,1,0,0,9,Herbal Bio Organic Low Mass,11.75,12.99,1,12.99,1,0
18021,3825a722a3034fec8604434bb9435abb,M,0,22,75580,10701,1,2,0,1,3,Slimmer Multi Low Fat Low Sodium,17.75,25.99,1,25.99,1,1
18022,ea62f9cf360949499c39d5a79edac2cf,M,0,34,66862,28376,1,2,0,1,8,Tri Herb Plants Green,17.75,20.99,1,20.99,1,1
18023,6a8ae48afc224bb0a572645e57dee069,M,0,23,58215,30019,1,2,0,1,16,Platinum Safe T,9.75,7.99,1,7.99,1,1
18024,84b3221a24a44196afbb1c94f4a03070,M,0,53,75580,10701,1,2,0,1,21,Multivision Bio Plus,15.75,12.99,1,12.99,1,1
18025,c9730198eb894b9ca7d136696eaf4d64,M,0,56,51364,53590,0,0,0,1,1,Tonic Plus Herb Pro,13.75,14.99,0,13.75,1,1
18026,546220e8b9494735a94fff4cf45b0515,M,0,35,105756,08053,1,1,0,0,18,Zen Ultra Multi Plus,8.25,14.99,1,14.99,1,1
18027,d3bf99b40a0948809d40ee2e40f86cbf,M,0,31,67988,10977,1,1,0,1,20,Zen Ultra Multi Plus,11.75,14.99,1,14.99,1,1
18028,4cf0c10be87b4151a2901f2301757b18,M,0,33,52787,30701,1,3,0,1,9,Reductive Fat Booster Bio,34.75,4.99,1,4.99,1,1
18029,6e6c7059428d49358a4765d5c78fb7f7,M,0,28,59522,70001,1,2,0,1,23,Calm Energy Fizzy Plus,37.75,9.99,1,9.99,1,1
18030,1d379d0f5feb40c6be74bf0672c4d427,M,0,22,56891,29483,1,3,0,1,22,Zen Ultra Multi Plus,11.95,23.99,1,23.99,1,1
18031,e59234a0c748472a9fe44eeb8d0bc0d7,M,0,38,67411,06512,1,1,0,1,20,Herbal Plus Vitamin Tonic,15.75,20.99,1,20.99,1,1
18032,cc4778c1e08e40478bc644cb6dd1c598,M,0,66,72172,11553,0,0,0,1,11,Herbal Tonic Hi Z Low Sodium Plus C,37.75,12.99,0,37.75,1,1
18033,d98a042eca51446f956729e74d284fb2,M,0,29,58215,58102,1,1,0,1,20,Multivision Bio Plus,17.75,28.99,1,28.99,1,1
18034,f1fb3635a0e0474395d9676e9e3776b0,M,0,74,82170,34990,0,0,0,0,7,Slimmer Multi Low Fat Low Sodium,7.75,14.99,0,7.75,1,1
18035,33f64929518e4819bb283e4ad85d5354,M,0,35,50216,84067,1,3,0,1,10,Qualm Zen Plus Z,29.25,28.99,1,28.99,1,1
18036,9f9f7280bfc8484abd9295156f6ea504,M,0,56,36705,60067,0,0,0,1,23,Energizer Plus Low Carb,17.75,14.99,0,17.75,0,1
18037,0a1fed538c8a43ba9651e76e23d6c180,M,0,53,78046,48192,1,3,0,1,10,Platinum Safe T,25.75,6.99,1,6.99,1,0
18038,6971fee923184da39842aff505090b5e,M,0,28,71109,55406,1,3,0,1,15,Energizer Plus Low Carb,37.75,12.99,1,12.99,1,1
18039,59c373aa4c5348799a96527271475e4f,M,0,43,67181,10002,1,2,0,1,16,Herbal Bio Organic Low Mass,15.75,12.99,1,12.99,1,1
18040,d92425d1cedd498a8e370c547c076343,M,0,56,70241,30043,0,0,0,1,9,Slimmer Multi Low Fat Low Sodium,35.75,12.99,0,35.75,1,1
18041,369ec63c284148f1862dec3c493c4bf1,M,0,35,75057,15010,1,1,0,1,22,Herbal Bio Organic Low Mass,29.25,23.99,1,23.99,1,1
18042,3612ec673d9649e187ab566476031cac,M,0,62,55174,11378,0,0,0,1,14,Calm Energy Fizzy Plus,21.15,6.99,0,21.15,1,1
18043,267651a4d55c48abb43899d1c5eaa237,M,0,18,101580,49085,1,1,0,0,19,Kind Tablets Organic Plus,7.75,4.99,1,4.99,1,1
18044,aa607ab48acf4ac6965492593ff0968e,M,0,18,40784,52501,1,1,0,1,13,Hi-C Multi-Tablets,9.75,6.99,1,6.99,0,1
18045,3b839da8bb014bc8ad5958bab7927e21,M,0,19,91300,21014,1,2,0,0,5,Herbal Bio Organic Low Mass,35.75,12.99,1,12.99,1,0
18046,79f2670fa6964306bc7f3f27f367a0b9,M,0,73,77747,32137,0,0,0,1,12,Herbal Plus Vitamin Tonic,13.75,28.99,0,13.75,1,1
18047,e2beb5f4732340a6b32cbd6cf973460a,M,0,47,52787,55912,1,3,0,1,17,Kind Tablets Organic Plus,12.25,12.99,1,12.99,1,1
18048,d1dae6860deb4d1faf7a0656f050acff,M,0,43,68096,33594,1,3,0,1,5,Slimmer Multi Low Fat Low Sodium,19.25,7.99,1,7.99,1,1
18049,b9e3c3e03c1345e4851b9dedff114104,M,0,62,39849,38654,0,0,0,1,22,Low Acid Multi Plus Redux,5.25,9.99,0,5.25,0,1
18050,b53322b53aa549ed8dfb780cc0e850fd,M,0,61,136271,08540,0,0,0,0,12,Green Tonic Multi Plus,9.75,15.99,0,9.75,1,0
18051,ca1380e690794b6f8e1926431914cc0b,M,0,47,89695,47906,1,3,0,0,5,Nature Hi-C Low Fat,15.95,4.99,1,4.99,1,1
18052,7c8846d40a6f4a5ebfa224b9a3b0c0a0,M,0,69,47420,19067,0,0,0,1,18,Hi-C Multi-Tablets,25.75,12.99,0,25.75,0,1
18053,e80119ebfb384966bcba99e06c123729,M,0,33,91300,07054,1,3,0,0,24,Tri Herb Plants Green,13.75,28.99,1,28.99,1,0
18054,35d0eba1b8c34cb2835e06654d7ce524,M,0,63,71190,32708,0,0,0,1,13,Hi-C Multi-Tablets,15.25,12.99,0,15.25,1,1
18055,e1d6539b43cd4265a3b9c9ee65a7f7e3,M,0,71,82170,01701,0,0,0,0,13,Kind Tablets Organic Plus,5.25,14.99,0,5.25,1,1
18056,f252abafebcb4be3b5433e758c8dacea,M,0,23,151413,08540,1,3,0,0,8,Calm Energy Fizzy Plus,17.75,12.99,1,12.99,1,1
18057,69cdbe5b1056409c8192b53a7acb3b80,M,0,46,82345,34221,1,1,0,0,13,Tonic Plus Herb Pro,12.25,27.99,1,27.99,1,1
18058,4b33ba55fa06470f97cf082741a9d2cb,M,0,62,60175,20743,0,0,0,1,6,Reductive Fat Booster Bio,7.75,30.99,0,7.75,1,1
18059,292f34e284f14b7fb3625eadd2ca547c,M,0,40,67538,46140,1,3,0,1,19,Fizzy Herb Tonic Plus,15.25,6.99,1,6.99,1,1
18060,83e9f2d13f624c12966e227a38ed20d5,M,0,40,54939,11776,1,2,0,1,21,Kind Tablets Organic Plus,29.25,12.99,1,12.99,1,1
18061,493965ea7edc479e9819f654f25678b7,M,0,56,55542,23803,0,0,0,1,10,Energizer Plus Low Carb,19.25,14.99,0,19.25,1,1
18062,1375f0b1000540e6954a0565f289ad0c,M,0,20,38853,39503,1,2,0,1,7,Low Acid Multi Plus Redux,17.75,28.99,1,28.99,0,1
18063,ed63dc7121c04cbdb2fd84e0dd5881d3,M,0,21,78046,08759,1,3,0,1,8,Nature Hi-C Low Fat,15.25,30.99,1,30.99,1,0
18064,92c8b255b8ce4568a11014a8d0aa9331,M,0,51,77680,44070,1,2,0,1,12,Fizzy Herb Tonic Plus,9.75,4.99,1,4.99,1,1
18065,158abc09086842a5a0d7a7ea9381701b,M,0,40,73069,32720,1,3,0,1,24,Green Tonic Multi Plus,29.75,16.99,1,16.99,1,1
18066,ea0785f5a97b4b67bb03c720c2eb1f1e,M,0,18,67435,20601,1,1,0,1,16,Zen Ultra Multi Plus,15.95,9.99,1,9.99,1,1
18067,a961551c29844ae09220501e56a95063,M,0,27,77936,79930,1,3,0,1,21,Low-Z Test Multi-A,31.75,23.99,1,23.99,1,1
18068,b819aab2c6644526a2ac3f54e7c99c1a,M,0,34,68598,33054,1,3,0,1,10,Green Tonic Multi Plus,29.75,6.99,1,6.99,1,1
18069,324679f6d86e444883e98d3244abd235,M,0,86,91422,41018,0,0,0,0,1,Herbal Bio Organic Low Mass,9.75,27.99,0,9.75,1,1
18070,76a7e529c40d4e988c87d4958ce28000,M,0,50,66862,20743,1,2,0,1,17,Herbal Bio Organic Low Mass,34.75,14.99,1,14.99,1,1
18071,e2b2df45bc0542589330900fa53e9b61,M,0,24,49539,73112,1,1,0,1,5,Fizzy Herb Tonic Plus,31.75,14.99,1,14.99,0,1
18072,3579192ed9374146bedf66e8534a2bb4,M,0,20,58215,55014,1,1,0,1,2,Fizzy Herb Tonic Plus,37.75,25.99,1,25.99,1,0
18073,bb204cdfa92044c9a68303024bfb8c67,M,0,53,79205,46201,1,3,0,1,15,Herbal Plus Vitamin Tonic,8.25,23.99,1,23.99,1,1
18074,8d6e35f289554313a94ac599eb5c90d0,M,0,37,58215,28104,1,2,0,1,23,Fizzy Herb Tonic Plus,29.25,9.99,1,9.99,1,1
18075,a9bdc7ea6f36428197d627cf1b1f3aca,M,0,54,57711,53081,1,1,0,1,13,Low-Z Test Multi-A,35.75,6.99,1,6.99,1,1
18076,3b9a80c8e983495a9237648c82125b24,M,0,72,53179,19063,0,0,0,1,21,Platinum Safe T,15.95,12.99,0,15.95,1,1
18077,15e814ade9474aa59223ae39ed8538ba,M,0,85,82170,07054,0,0,0,0,7,Vitamin Plus Gold Plus,5.25,30.99,0,5.25,1,1
18078,1e8ebff3dc4749a4acba1980232fed84,M,0,27,98935,07960,1,2,0,0,11,Enhanced Pro Diet Booster,15.95,28.99,1,28.99,1,1
18079,2e405a2ebcb14dd4a27b92398a15f704,M,0,27,79205,49417,1,3,0,1,11,Tri Herb Plants Green,29.25,9.99,1,9.99,1,1
18080,5bcbfa2af3f4440b938ac6eb4a16573e,M,0,35,86310,01845,1,1,0,0,11,Calm Energy Fizzy Plus,17.75,14.99,1,14.99,1,1
18081,4a846fbb7192434aa9d2eeffae7e7176,M,0,56,67078,12553,0,0,0,1,18,Low-Z Test Multi-A,9.75,4.99,0,9.75,1,1
18082,e465228665634fc98a81fad1ff57629c,M,0,23,57889,93306,1,1,0,1,16,Qualm Zen Plus Z,8.25,12.99,1,12.99,1,1
18083,442691bc78c642d8867bc9f83eaca4d7,M,0,35,66862,20743,1,1,0,1,21,Slimmer Multi Low Fat Low Sodium,7.75,28.99,1,28.99,1,1
18084,e6949b5768d3426eb0be4ba613ec1616,M,0,65,60456,18052,0,0,0,1,15,Hi-C Multi-Tablets,19.25,14.99,0,19.25,1,1
18085,ce8657a367574aec8a627e8d04805f81,M,0,40,73803,53511,1,2,0,1,20,Purple Red Booster,29.25,12.99,1,12.99,1,1
18086,0842c11d74114f2585db81bf51fd7b25,M,0,43,78046,30043,1,2,0,1,10,Fizzy Herb Tonic Plus,29.25,23.99,1,23.99,1,1
18087,e24c2fcfd8c0415db194959f324e4d2d,M,0,41,60255,77016,1,3,0,1,18,Purple Red Booster,29.25,9.99,1,9.99,1,1
18088,2c493dd3b18b4a758cc67e8099cc0a0f,M,0,59,56786,44221,0,0,0,1,6,Low-Z Test Multi-A,15.25,25.99,0,15.25,1,1
18089,ddd248c4f43542fd9fdda6e82f969320,M,0,22,44277,60016,1,1,0,1,19,Vitamin Plus Gold Plus,15.75,4.99,1,4.99,0,1
18090,43f473a47de94da990c37058a986b749,M,0,46,68598,08753,1,2,0,1,18,Kind Tablets Organic Plus,9.75,20.99,1,20.99,1,0
18091,5ec41eed0749421a89ba32d1a4a7f1e1,M,0,24,91300,07036,1,3,0,0,1,Vitamin Plus Gold Plus,13.75,12.99,1,12.99,1,1
18092,a920ae20e67a402bb9d768663c43ab02,M,0,54,78046,01923,1,2,0,1,24,Herbal Tonic Hi Z Low Sodium Plus C,11.95,15.99,1,15.99,1,1
18093,fa7f369e2f2541f6adb03c7d80e8f8bb,M,0,54,72573,14086,1,2,0,1,6,Hi-C Multi-Tablets,29.75,16.99,1,16.99,1,1
18094,ef23a91dfe744bb3b7844557a610f27a,M,0,34,86357,07424,1,3,0,0,11,Hi-C Multi-Tablets,31.75,7.99,1,7.99,1,1
18095,bfd0146abb8a4565bc10e42ee2122efc,M,0,52,78046,30043,1,2,0,1,24,Nature Hi-C Low Fat,11.95,6.99,1,6.99,1,1
18096,ba322c82d464448c844b9f8d94f39363,M,0,55,58215,83651,0,1,0,1,7,Pant Alluronic Bio Plus,35.75,20.99,0,35.75,1,1
18097,03e03765a18f4787acb6e0be77eca8ad,M,0,29,52787,55379,1,2,0,1,15,Pant Alluronic Bio Plus,17.75,6.99,1,6.99,1,1
18098,9f8ad929aa6a418cb3e9a25e3e86d57f,M,0,21,64319,11530,1,2,0,1,10,Tonic Plus Herb Pro,21.15,9.99,1,9.99,1,1
18099,72c138346bb740de802f2fef162795d0,M,0,35,43745,57103,1,3,0,1,4,Tri Herb Plants Green,8.25,27.99,1,27.99,0,1
18100,aa481995eaaf4241a66af584b930be7a,M,0,48,40784,39120,1,3,0,1,16,Zen Ultra Multi Plus,21.15,23.99,1,23.99,0,0
18101,cea830b85ab547a39d227334f400c13d,M,0,43,114821,07731,1,1,0,0,4,Green Tonic Multi Plus,17.75,11.99,1,11.99,1,0
18102,73a5b02f406449d4a3b4f737d01713ac,M,0,44,151413,08540,1,3,0,0,19,Calm Energy Fizzy Plus,29.75,11.99,1,11.99,1,1
18103,b4a184d1831c4af9abd59d18609ade4c,M,0,37,44277,60016,1,3,0,1,22,Qualm Zen Plus Z,19.25,30.99,1,30.99,0,1
18104,c907123f962141468c85f4694148a0d7,M,0,44,109566,02072,1,3,0,0,11,Pant Alluronic Bio Plus,15.95,9.99,1,9.99,1,0
18105,fec59405eb1246139591f21ce5319ef4,M,0,22,64114,75080,1,2,0,1,12,Low-Z Test Multi-A,15.25,7.99,1,7.99,1,1
18106,c188752d1f904bd7ac60bbd330c270a3,M,0,35,70544,11432,1,1,0,1,3,Tonic Plus Herb Pro,35.75,6.99,1,6.99,1,1
18107,020dad2389f64e1caaa4776505b19d4a,M,0,25,45111,92220,1,3,0,1,1,Green Tonic Multi Plus,13.75,4.99,1,4.99,0,1
18108,c90c0ce6ec8f4efb9bd57958cc403c08,M,0,21,68096,33594,1,2,0,1,12,Platinum Safe T,13.75,12.99,1,12.99,1,0
18109,c28472738d154e9fabb3d75c3f413d77,M,0,61,39849,60016,0,0,0,1,15,Low Acid Multi Plus Redux,21.15,12.99,0,21.15,0,1
18110,1280feac7d8347ad8d3cc9be128d2288,M,0,51,54055,78213,1,3,0,1,19,Tonic Plus Herb Pro,25.75,9.99,1,9.99,1,0
18111,ba0e27dc6ae84ab284f030065ac73d61,M,0,19,91300,02138,1,1,0,0,4,Multivision Bio Plus,35.75,7.99,1,7.99,1,1
18112,fc8afb1480c34e6d9806a7997c15d7c8,M,0,67,61738,08753,0,0,0,1,22,Platinum Safe T,11.75,11.99,0,11.75,1,1
18113,240540d166994dfc99a75b23bffcbc02,M,0,35,44277,27804,1,1,0,1,16,Low Acid Multi Plus Redux,5.25,23.99,1,23.99,0,1
18114,a903dfe737ad42d3be3c074465ec5612,M,0,46,58709,14215,1,1,0,1,14,Qualm Zen Plus Z,29.25,27.99,1,27.99,1,0
18115,800182dd61cc4fe3890677c3cbfb0017,M,0,32,59522,30534,1,3,0,1,16,Purple Red Booster,34.75,9.99,1,9.99,1,1
18116,0626ab5f95234980b405d0dae15a5dab,M,0,58,116256,06880,0,0,0,0,22,Reductive Fat Booster Bio,7.75,27.99,0,7.75,1,1
18117,12fed3e8ed9e44edacb111a788bf73da,M,0,43,86310,08012,1,2,0,0,1,Fizzy Herb Tonic Plus,9.75,16.99,1,16.99,1,1
18118,363b1d3d89c34054ad55a5b4d46c78c1,M,0,70,77679,02127,0,0,0,1,6,Herbal Tonic Hi Z Low Sodium Plus C,8.25,9.99,0,8.25,1,1
18119,6ce0d22029504f43b7f11a30896c9e79,M,0,43,69750,43062,1,2,0,1,24,Slimmer Multi Low Fat Low Sodium,19.25,30.99,1,30.99,1,1
18120,52b856b5f03844e094b2791b9ab44f92,M,0,44,59522,08088,1,3,0,1,19,Pant Alluronic Bio Plus,31.75,23.99,1,23.99,1,1
18121,ba3b970a76c542019e143783800888d2,M,0,19,44277,21801,1,3,0,1,10,Zen Ultra Multi Plus,19.25,6.99,1,6.99,0,1
18122,981d2c42d47a4811bb7720a9d5abd505,M,0,42,42783,53150,1,1,0,1,15,Herbal Plus Vitamin Tonic,17.75,6.99,1,6.99,0,0
18123,7347d9f350a344b6a0a5f8861850bea7,M,0,41,75842,22901,1,2,0,1,3,Reductive Fat Booster Bio,34.75,9.99,1,9.99,1,0
18124,b2ec6acb64f2482bb3b622053ad8185f,M,0,31,86386,27028,1,3,0,0,16,Tri Herb Plants Green,35.75,20.99,1,20.99,1,1
